Date,Open,High,Low,Close,Volume,Adj Close
2012-03-12,14.79,14.82,14.03,14.03,1125800,140.30
2012-03-09,14.92,15.07,14.45,14.89,1033200,148.90
2012-03-08,15.73,15.85,15.03,15.12,942000,151.20
2012-03-07,16.83,16.91,16.14,16.18,806600,161.80
2012-03-06,17.59,17.64,16.97,17.08,1899400,170.80
2012-03-05,16.47,16.77,16.32,16.36,910700,163.60
2012-03-02,16.42,16.56,16.13,16.22,872700,162.20
2012-03-01,16.55,16.79,16.21,16.29,934200,162.90
2012-02-29,16.53,17.00,16.20,16.72,1553300,167.20
2012-02-28,17.00,17.03,16.50,16.60,1047300,166.00
2012-02-27,17.35,17.50,16.15,16.69,1408900,166.90
2012-02-24,16.05,17.10,15.62,16.66,1462000,166.60
2012-02-23,17.04,17.33,16.00,16.00,1882000,160.00
2012-02-22,17.66,17.86,16.90,16.90,2167100,169.00
2012-02-21,16.67,17.56,16.60,17.01,2804700,170.10
2012-02-17,16.94,17.97,16.66,17.05,2997700,170.50
2012-02-16,20.00,20.69,17.41,17.60,3807600,176.00
2012-02-15,17.46,19.36,17.46,19.08,4233600,190.80
2012-02-14,16.67,19.19,16.61,17.19,3653100,171.90
2012-02-13,17.02,17.58,16.17,16.19,2028400,161.90
2012-02-10,18.00,21.10,17.68,19.05,2981800,190.50
2012-02-09,14.97,16.32,14.74,16.28,1457200,162.80
2012-02-08,14.16,15.00,14.02,14.82,1001300,148.20
2012-02-07,14.01,14.55,13.87,14.18,1055200,141.80
2012-02-06,14.53,14.59,13.90,13.93,876600,139.30
2012-02-03,14.63,14.97,14.25,14.26,1683200,142.60
2012-02-02,16.38,16.57,15.94,15.94,1280600,159.40
2012-02-01,17.14,17.48,16.47,16.94,1110000,169.40
2012-01-31,17.16,18.30,16.98,17.96,846000,179.60
2012-01-30,18.16,18.44,17.47,17.95,816200,179.50
2012-01-27,18.22,18.26,16.80,16.90,1018200,169.00
2012-01-26,16.95,18.23,16.82,17.68,1257500,176.80
2012-01-25,19.31,19.77,17.54,17.72,989100,177.20
2012-01-24,20.13,20.24,19.12,19.30,723900,193.00
2012-01-23,20.15,20.40,18.90,19.10,1262200,191.00
2012-01-20,21.70,21.96,20.09,20.20,828900,202.00
2012-01-19,22.08,22.65,21.37,21.50,712000,215.00
2012-01-18,24.18,24.74,22.65,22.76,665200,227.60
2012-01-17,23.21,24.81,22.50,24.44,722400,244.40
2012-01-13,24.65,26.32,24.63,24.83,727400,248.30
2012-01-12,24.09,25.90,23.55,23.58,507100,235.80
2012-01-11,24.00,24.49,23.78,24.34,325600,243.40
2012-01-10,23.11,23.84,22.61,23.54,363900,235.40
2012-01-09,24.87,25.32,24.26,24.62,319400,246.20
2012-01-06,25.84,26.82,24.80,25.30,377700,253.00
2012-01-05,28.15,28.70,26.09,26.16,350900,261.60
2012-01-04,29.32,29.88,27.33,27.40,303800,274.00
2012-01-03,28.83,29.39,28.05,28.51,255300,285.10
2011-12-30,30.78,31.98,30.56,31.95,158200,319.50
2011-12-29,31.90,32.00,30.75,30.81,155200,308.10
2011-12-28,29.66,32.69,29.54,32.40,293700,324.00
2011-12-27,30.34,30.57,29.31,30.00,173600,300.00
2011-12-23,28.59,30.98,28.19,30.50,221800,305.00
2011-12-22,27.67,29.71,26.58,29.07,290100,290.70
2011-12-21,32.79,33.84,29.01,29.03,327600,290.30
2011-12-20,34.79,34.89,33.00,33.46,217900,334.60
2011-12-19,38.21,38.88,36.58,38.19,321000,381.90
2011-12-16,36.84,40.00,36.79,39.11,254700,391.10
2011-12-15,39.50,40.61,38.35,39.36,230800,393.60
2011-12-14,42.42,44.55,41.25,42.65,391400,426.50
2011-12-13,41.13,44.17,39.24,42.50,437600,425.00
2011-12-12,44.23,45.92,42.76,42.76,281000,427.60
2011-12-09,48.09,48.40,42.50,42.67,321300,426.70
2011-12-08,47.94,50.24,47.04,49.46,389400,494.60
2011-12-07,43.89,47.40,43.74,45.23,409200,452.30
2011-12-06,43.18,43.71,41.57,42.75,294300,427.50
2011-12-05,39.56,44.15,39.56,43.07,411300,430.70
2011-12-02,41.01,43.50,39.50,43.41,346700,434.10
2011-12-01,45.90,46.16,42.81,43.48,248800,434.80
2011-11-30,48.06,48.84,45.21,45.53,304300,455.30
